tipoOiv_v2,fechaConcertacion,grano,fechaEntregaHasta,PrecioUSD_fecha_concertacion,PrecioUSD_fecha_entrega_hasta
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio a Fijar,2025-04-07,Maiz,2025-04-08,209.11,209.06
Precio a Fijar,2025-04-07,Maiz,2025-04-08,209.11,202.56
Precio a Fijar,2025-04-07,Maiz,2025-04-08,199.81,209.06
Precio a Fijar,2025-04-07,Maiz,2025-04-08,199.81,202.56
Precio a Fijar,2025-04-04,Maiz,2025-04-30,199.35,193.5
Precio a Fijar,2025-04-04,Maiz,2025-04-30,199.35,194.87
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio a Fijar,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-30,Maiz,2025-05-06,193.5,192.79
Precio Hecho,2025-04-30,Maiz,2025-05-06,193.5,187.19
Precio Hecho,2025-04-30,Maiz,2025-05-06,194.87,192.79
Precio Hecho,2025-04-30,Maiz,2025-05-06,194.87,187.19
Precio Hecho,2025-04-30,Soja,2025-05-06,256.02,263.82
Precio Hecho,2025-04-30,Soja,2025-05-06,256.02,265.08
Precio Hecho,2025-04-30,Soja,2025-05-06,247.86,263.82
Precio Hecho,2025-04-30,Soja,2025-05-06,247.86,265.08
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.98,272.89
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.82
Precio Hecho,2025-04-29,Soja,2025-05-09,259.23,272.89
Precio a Fijar,2025-04-30,Maiz,2025-05-05,193.5,188.58
Precio a Fijar,2025-04-30,Maiz,2025-05-05,193.5,184.17
Precio a Fijar,2025-04-30,Maiz,2025-05-05,194.87,188.58
Precio a Fijar,2025-04-30,Maiz,2025-05-05,194.87,184.17
Precio a Fijar,2025-04-30,Maiz,2025-05-05,193.5,188.58
Precio a Fijar,2025-04-30,Maiz,2025-05-05,193.5,184.17
Precio a Fijar,2025-04-30,Maiz,2025-05-05,194.87,188.58
Precio a Fijar,2025-04-30,Maiz,2025-05-05,194.87,184.17
Precio a Fijar,2025-04-30,Soja,2025-05-07,256.02,266.85
Precio a Fijar,2025-04-30,Soja,2025-05-07,256.02,269.57
Precio a Fijar,2025-04-30,Soja,2025-05-07,247.86,266.85
Precio a Fijar,2025-04-30,Soja,2025-05-07,247.86,269.57
Precio a Fijar,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio a Fijar,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio a Fijar,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio a Fijar,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio a Fijar,2025-04-28,Soja,2025-05-28,307.63,267.24
Precio a Fijar,2025-04-28,Soja,2025-05-28,263.16,267.24
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-21,Soja,2025-04-28,269.65,307.63
Precio a Fijar,2025-04-21,Soja,2025-04-28,269.65,263.16
Precio a Fijar,2025-04-21,Soja,2025-04-28,276.51,307.63
Precio a Fijar,2025-04-21,Soja,2025-04-28,276.51,263.16
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,269.65,274.87
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,272.34
Precio a Fijar,2025-04-21,Soja,2025-05-21,276.51,274.87
Precio a Fijar,2025-04-30,Soja,2025-05-15,256.02,267.86
Precio a Fijar,2025-04-30,Soja,2025-05-15,256.02,270.65
Precio a Fijar,2025-04-30,Soja,2025-05-15,247.86,267.86
Precio a Fijar,2025-04-30,Soja,2025-05-15,247.86,270.65
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,194.87
Precio Hecho,2025-04-30,Girasol,2025-04-30,297.69,297.69
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,194.87
Precio Hecho,2025-04-09,Soja,2025-04-09,300.77,300.77
Precio a Fijar,2025-04-08,Soja,2025-05-08,297.33,267.82
Precio a Fijar,2025-04-08,Soja,2025-05-08,297.33,269.3
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-15,256.02,267.86
Precio a Fijar,2025-04-30,Soja,2025-05-15,256.02,270.65
Precio a Fijar,2025-04-30,Soja,2025-05-15,247.86,267.86
Precio a Fijar,2025-04-30,Soja,2025-05-15,247.86,270.65
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio Hecho,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio Hecho,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio Hecho,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio a Fijar,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio a Fijar,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio a Fijar,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio a Fijar,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio a Fijar,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio a Fijar,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio a Fijar,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio a Fijar,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio Hecho,2025-04-28,Soja,2025-05-08,307.63,267.82
Precio Hecho,2025-04-28,Soja,2025-05-08,307.63,269.3
Precio Hecho,2025-04-28,Soja,2025-05-08,263.16,267.82
Precio Hecho,2025-04-28,Soja,2025-05-08,263.16,269.3
Precio Hecho,2025-04-28,Soja,2025-05-08,307.63,267.82
Precio Hecho,2025-04-28,Soja,2025-05-08,307.63,269.3
Precio Hecho,2025-04-28,Soja,2025-05-08,263.16,267.82
Precio Hecho,2025-04-28,Soja,2025-05-08,263.16,269.3
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,194.87
Precio a Fijar,2025-04-07,Soja,2025-05-07,288.1,266.85
Precio a Fijar,2025-04-07,Soja,2025-05-07,288.1,269.57
Precio a Fijar,2025-04-30,Maiz,2025-05-15,193.5,181.55
Precio a Fijar,2025-04-30,Maiz,2025-05-15,193.5,185.41
Precio a Fijar,2025-04-30,Maiz,2025-05-15,194.87,181.55
Precio a Fijar,2025-04-30,Maiz,2025-05-15,194.87,185.41
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-05-19,256.02,272.24
Precio Hecho,2025-04-30,Soja,2025-05-19,256.02,273.88
Precio Hecho,2025-04-30,Soja,2025-05-19,247.86,272.24
Precio Hecho,2025-04-30,Soja,2025-05-19,247.86,273.88
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-16,Soja,2025-04-16,279.74,279.74
Precio Hecho,2025-04-28,Soja,2025-04-28,307.63,307.63
Precio Hecho,2025-04-28,Soja,2025-04-28,307.63,263.16
Precio Hecho,2025-04-28,Soja,2025-04-28,263.16,307.63
Precio Hecho,2025-04-28,Soja,2025-04-28,263.16,263.16
Precio Hecho,2025-04-28,Soja,2025-04-28,307.63,307.63
Precio Hecho,2025-04-28,Soja,2025-04-28,307.63,263.16
Precio Hecho,2025-04-28,Soja,2025-04-28,263.16,307.63
Precio Hecho,2025-04-28,Soja,2025-04-28,263.16,263.16
Precio Hecho,2025-04-24,Maiz,2025-04-24,182.07,182.07
Precio Hecho,2025-04-24,Maiz,2025-04-24,182.07,196.76
Precio Hecho,2025-04-24,Maiz,2025-04-24,196.76,182.07
Precio Hecho,2025-04-24,Maiz,2025-04-24,196.76,196.76
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-25,Maiz,2025-04-25,199.23,199.23
Precio Hecho,2025-04-25,Maiz,2025-04-25,199.23,199.23
Precio Hecho,2025-04-24,Maiz,2025-04-24,182.07,182.07
Precio Hecho,2025-04-24,Maiz,2025-04-24,182.07,196.76
Precio Hecho,2025-04-24,Maiz,2025-04-24,196.76,182.07
Precio Hecho,2025-04-24,Maiz,2025-04-24,196.76,196.76
Precio Hecho,2025-04-28,Soja,2025-05-08,307.63,267.82
Precio Hecho,2025-04-28,Soja,2025-05-08,307.63,269.3
Precio Hecho,2025-04-28,Soja,2025-05-08,263.16,267.82
Precio Hecho,2025-04-28,Soja,2025-05-08,263.16,269.3
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio Hecho,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio a Fijar,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio a Fijar,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Girasol,2025-05-30,297.69,297.73
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,194.87
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Maiz,2025-05-15,193.5,181.55
Precio a Fijar,2025-04-30,Maiz,2025-05-15,193.5,185.41
Precio a Fijar,2025-04-30,Maiz,2025-05-15,194.87,181.55
Precio a Fijar,2025-04-30,Maiz,2025-05-15,194.87,185.41
Precio Hecho,2025-04-30,Maiz,2025-05-30,193.5,175.93
Precio Hecho,2025-04-30,Maiz,2025-05-30,194.87,175.93
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,194.87
Precio Hecho,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio Hecho,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,194.87
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio a Fijar,2025-04-30,Maiz,2025-05-15,193.5,181.55
Precio a Fijar,2025-04-30,Maiz,2025-05-15,193.5,185.41
Precio a Fijar,2025-04-30,Maiz,2025-05-15,194.87,181.55
Precio a Fijar,2025-04-30,Maiz,2025-05-15,194.87,185.41
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,193.5,194.87
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,193.5
Precio Hecho,2025-04-30,Maiz,2025-04-30,194.87,194.87
Precio Hecho,2025-04-29,Trigo,2025-05-29,202.42,198.48
Precio Hecho,2025-04-29,Trigo,2025-05-29,200,198.48
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,256.02,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-30,247.86,269.36
Precio a Fijar,2025-04-30,Soja,2025-05-29,256.02,267.95
Precio a Fijar,2025-04-30,Soja,2025-05-29,256.02,267.96
Precio a Fijar,2025-04-30,Soja,2025-05-29,247.86,267.95
Precio a Fijar,2025-04-30,Soja,2025-05-29,247.86,267.96
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,247.86
Precio Hecho,2025-04-30,Girasol,2025-05-30,297.69,297.73
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,256.02
Precio Hecho,2025-04-30,Soja,2025-04-30,256.02,247.86
Precio Hecho,2025-04-30,Soja,2025-04-30,247.86,256.02
